id,session_id,goal_id,subtask_id,unknown,is_resolved,resolved_by,created_timestamp,resolved_timestamp,unknown_data,subject,impact
fdd36c5b-1c4d-44a3-bba2-a2cc11566d40,19852c50-f417-49a4-a613-f88cf1f6c45c,97fda6e8-87b5-41dd-825f-737a582b420d,,"project-search CLI: Command syntax unclear - docs show --query but actual CLI requires --project-id and --task. Need to verify correct interface and update docs/help text.",0,,1767195657.57902,,"{""unknown"": ""project-search CLI: Command syntax unclear - docs show --query but actual CLI requires --project-id and --task. Need to verify correct interface and update docs/help text."", ""goal_id"": ""97fda6e8-87b5-41dd-825f-737a582b420d"", ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767195657.5790174}",,0.5
2107b9e8-7078-4be2-a61a-cce414581854,19852c50-f417-49a4-a613-f88cf1f6c45c,97fda6e8-87b5-41dd-825f-737a582b420d,,"Semantic search JSON parse error: project-search returns output that fails json.load() - possibly header text before JSON or empty response when qdrant collection missing",0,,1767195768.14255,,"{""unknown"": ""Semantic search JSON parse error: project-search returns output that fails json.load() - possibly header text before JSON or empty response when qdrant collection missing"", ""goal_id"": ""97fda6e8-87b5-41dd-825f-737a582b420d"", ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767195768.142546}",,0.5
a4ad7eff-4e33-4ca4-95c4-1b6748d09e86,19852c50-f417-49a4-a613-f88cf1f6c45c,97fda6e8-87b5-41dd-825f-737a582b420d,,"Multiple empty .db files exist: ~/.empirica/empirica.db (0 bytes), .empirica/empirica.db (0 bytes), .empirica/sessions.db (0 bytes) - orphaned files from old schema? Should clean up or document",0,,1767195769.05108,,"{""unknown"": ""Multiple empty .db files exist: ~/.empirica/empirica.db (0 bytes), .empirica/empirica.db (0 bytes), .empirica/sessions.db (0 bytes) - orphaned files from old schema? Should clean up or document"", ""goal_id"": ""97fda6e8-87b5-41dd-825f-737a582b420d"", ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767195769.0510798}",,0.5
4e2a6898-4afa-44a1-97d6-569d18a1a4cd,19852c50-f417-49a4-a613-f88cf1f6c45c,97fda6e8-87b5-41dd-825f-737a582b420d,,"Database path confusion: Actual DB is .empirica/sessions/sessions.db but code/docs sometimes reference .empirica/sessions.db or ~/.empirica/empirica.db - need canonical path documentation",1,"RESOLVED: Path is correct, documented in CLAUDE.md",1767195769.95386,,"{""unknown"": ""Database path confusion: Actual DB is .empirica/sessions/sessions.db but code/docs sometimes reference .empirica/sessions.db or ~/.empirica/empirica.db - need canonical path documentation"", ""goal_id"": ""97fda6e8-87b5-41dd-825f-737a582b420d"", ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767195769.9538584}",,0.5
3b4a0b9c-72b1-4d29-a26c-3688014faf20,19852c50-f417-49a4-a613-f88cf1f6c45c,97fda6e8-87b5-41dd-825f-737a582b420d,,"deadend-log command has bug: Returns 'name dead_end_id is not defined' error after logging. Dead end is saved but response handler broken.",1,"RESOLVED: Fixed in commit bdeaafee",1767195788.86482,,"{""unknown"": ""deadend-log command has bug: Returns 'name dead_end_id is not defined' error after logging. Dead end is saved but response handler broken."", ""goal_id"": ""97fda6e8-87b5-41dd-825f-737a582b420d"", ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767195788.8648171}",,0.5
7d22dd86-b2fc-49fa-bc44-39abc86b6e35,ba9fef36-f8e9-4297-a787-38b1c9a19c99,,,"Integration question: How to harmonize Auto-Claude's Memory Layer (Graphiti) with Empirica's epistemic tracking? Are they complementary (different purposes) or redundant (both track agent learning)?",0,,1767198809.30427,,"{""unknown"": ""Integration question: How to harmonize Auto-Claude's Memory Layer (Graphiti) with Empirica's epistemic tracking? Are they complementary (different purposes) or redundant (both track agent learning)?"", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.7, ""timestamp"": 1767198809.3042662}",,0.7
c2e089cc-e686-4033-897f-be1dc2f13f44,ba9fef36-f8e9-4297-a787-38b1c9a19c99,,,"What are practical limits on investigation depth in NOETIC phase? When does loop become inefficient?",0,,1767199708.43442,,"{""unknown"": ""What are practical limits on investigation depth in NOETIC phase? When does loop become inefficient?"", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.6, ""timestamp"": 1767199708.434422}",,0.6
01613ec9-026e-4fae-ab69-750724314d88,b45e7c08-33d7-4e14-b899-6f2ea08d439b,6effc2b9-15bc-43e5-95a6-61d4125b7b61,,"Semantic search collections empty: CLI shows 'Auto-embedded for semantic search' but Qdrant collections have 0 vectors. Either embedding failing silently or not actually being called.",1,"RESOLVED: Collections have 815 vectors, search functional",1767200494.33432,,"{""unknown"": ""Semantic search collections empty: CLI shows 'Auto-embedded for semantic search' but Qdrant collections have 0 vectors. Either embedding failing silently or not actually being called."", ""goal_id"": ""6effc2b9-15bc-43e5-95a6-61d4125b7b61"", ""subtask_id"": null, ""impact"": 0.9, ""timestamp"": 1767200494.334318}",,0.9
27361f06-bbc2-40ed-960e-39f6db5484a2,ba9fef36-f8e9-4297-a787-38b1c9a19c99,,,"Investigation consolidation complexity: 3 implementations are actually complementary layers (interface + advanced + CLI), not redundant. Consolidating requires careful import rewiring to avoid breaking existing code. Need to: (1) map all imports, (2) create adapter layer, (3) test thoroughly. Estimated actual time: 4-6 hours not 2-3 hours. Recommend: start with simpler Checkpoint consolidation first, then tackle Investigation as second step.",0,,1767203122.67813,,"{""unknown"": ""Investigation consolidation complexity: 3 implementations are actually complementary layers (interface + advanced + CLI), not redundant. Consolidating requires careful import rewiring to avoid breaking existing code. Need to: (1) map all imports, (2) create adapter layer, (3) test thoroughly. Estimated actual time: 4-6 hours not 2-3 hours. Recommend: start with simpler Checkpoint consolidation first, then tackle Investigation as second step."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.9, ""timestamp"": 1767203122.6781251}",,0.9
0b128e69-ddb2-4037-8c91-fe5a08c78e06,637f8404-c84f-4aaf-8603-650c6de285b2,,,"TIER 2a Status: CLI command handle_check_drift_command exists and is complete. Need to verify: (1) CLI parser wiring for check-drift subcommand, (2) Dashboard service integration (query methods), (3) Integration test coverage. Bootstrap suggests 71% complete - need to identify remaining 29%.",0,,1767209306.42271,,"{""unknown"": ""TIER 2a Status: CLI command handle_check_drift_command exists and is complete. Need to verify: (1) CLI parser wiring for check-drift subcommand, (2) Dashboard service integration (query methods), (3) Integration test coverage. Bootstrap suggests 71% complete - need to identify remaining 29%."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.8, ""timestamp"": 1767209306.422713}",,0.8
5ce990e4-ea98-495a-9872-e3dd1d9efa51,2384696d-6b5f-4171-aad4-fca072724067,,,"CHECK phase doesn't trigger pre/post compact hooks properly - when context compacts during CHECK phase, the pre_summary snapshot and post_summary drift check don't run. Need to investigate hook trigger conditions and why CHECK phase is different from other phases.",0,,1767212100.03712,,"{""unknown"": ""CHECK phase doesn't trigger pre/post compact hooks properly - when context compacts during CHECK phase, the pre_summary snapshot and post_summary drift check don't run. Need to investigate hook trigger conditions and why CHECK phase is different from other phases."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.0, ""timestamp"": 1767212100.0371177}",,0.0
7c9837de-9d4f-4383-983a-461083af27f7,7a683c84-e282-4ede-a425-965ae300c11c,,,"Should Task subagents have epistemic grounding? Currently they explore without turtle checks or CASCADE loops. Options: (1) Add --turtle flag to Task tool, (2) Require PREFLIGHT from subagents, (3) Parent agent grounds subagent results post-hoc, (4) Leave as-is (subagents are disposable explorers). Tradeoff: grounding adds latency but improves reliability of subagent outputs.",0,,1767272844.67458,,"{""unknown"": ""Should Task subagents have epistemic grounding? Currently they explore without turtle checks or CASCADE loops. Options: (1) Add --turtle flag to Task tool, (2) Require PREFLIGHT from subagents, (3) Parent agent grounds subagent results post-hoc, (4) Leave as-is (subagents are disposable explorers). Tradeoff: grounding adds latency but improves reliability of subagent outputs."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767272844.674582}",,0.5
ba8dc0df-430f-47e7-b68b-ab910c668e77,c81d61b8-e6e2-44d7-b8eb-99d9d0bde37e,,,"GAP: Persona selection doesn't seed PREFLIGHT. PersonaProfile.epistemic_config.priors exists but no CLI flag like 'session-create --persona researcher' to apply priors to PREFLIGHT. The wiring is: persona yaml -> preflight_submit vectors. Currently manual.",0,,1767274318.40099,,"{""unknown"": ""GAP: Persona selection doesn't seed PREFLIGHT. PersonaProfile.epistemic_config.priors exists but no CLI flag like 'session-create --persona researcher' to apply priors to PREFLIGHT. The wiring is: persona yaml -> preflight_submit vectors. Currently manual."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767274318.4009857}",,0.5
1ebf97c4-9110-4993-a9f3-4ca7ed6148e3,c81d61b8-e6e2-44d7-b8eb-99d9d0bde37e,,,"GAP: investigate-create-branch doesn't accept --persona flag. When creating parallel investigation branches (security vs UX vs performance), each should start with different epistemic priors. Currently branches use same vectors.",0,,1767274319.7817,,"{""unknown"": ""GAP: investigate-create-branch doesn't accept --persona flag. When creating parallel investigation branches (security vs UX vs performance), each should start with different epistemic priors. Currently branches use same vectors."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767274319.7816958}",,0.5
efd1fccd-5c51-4abf-ac4e-0cf94f8ce670,c81d61b8-e6e2-44d7-b8eb-99d9d0bde37e,,,"GAP: No multi-persona orchestration. Vision shows parallel branches with different personas, but no 'investigate --personas security,ux,performance' command to auto-spawn branches with appropriate priors and merge discoveries.",0,,1767274321.13366,,"{""unknown"": ""GAP: No multi-persona orchestration. Vision shows parallel branches with different personas, but no 'investigate --personas security,ux,performance' command to auto-spawn branches with appropriate priors and merge discoveries."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767274321.133661}",,0.5
f61a7468-8493-4c31-931d-be1912c2978b,c81d61b8-e6e2-44d7-b8eb-99d9d0bde37e,,,"Emergent persona extraction: How to derive a persona configuration from a branch's epistemic trajectory? Need to capture vector evolution pattern, not just final state. Consider: initial vectors, delta pattern, turtle scores over time, what context triggered which changes.",0,,1767274732.23036,,"{""unknown"": ""Emergent persona extraction: How to derive a persona configuration from a branch's epistemic trajectory? Need to capture vector evolution pattern, not just final state. Consider: initial vectors, delta pattern, turtle scores over time, what context triggered which changes."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.65, ""timestamp"": 1767274732.2303596}",,0.65
550f5c71-42b2-46f7-9313-8a389661ec37,c81d61b8-e6e2-44d7-b8eb-99d9d0bde37e,,,"Persona storage mechanism: Where do emerged personas get stored? Options: (1) MCO personas.yaml alongside predefined ones, (2) Project-specific .empirica/personas/, (3) Session database with provenance linking to source branch. Need versioning and provenance.",0,,1767274733.59904,,"{""unknown"": ""Persona storage mechanism: Where do emerged personas get stored? Options: (1) MCO personas.yaml alongside predefined ones, (2) Project-specific .empirica/personas/, (3) Session database with provenance linking to source branch. Need versioning and provenance."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.65, ""timestamp"": 1767274733.5990412}",,0.65
bba1176e-0394-44ab-99f0-324ee834a4ec,c81d61b8-e6e2-44d7-b8eb-99d9d0bde37e,,,"Branch-to-deadend/unknown tagging: Non-winning branches should become learning data. How to tag? (1) Mark entire branch as deadend with summary, (2) Extract key decision points as individual deadends, (3) Log as unknowns if branch showed promise but didn't win. Need semantic linking to future similar situations.",0,,1767274734.93851,,"{""unknown"": ""Branch-to-deadend/unknown tagging: Non-winning branches should become learning data. How to tag? (1) Mark entire branch as deadend with summary, (2) Extract key decision points as individual deadends, (3) Log as unknowns if branch showed promise but didn't win. Need semantic linking to future similar situations."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.65, ""timestamp"": 1767274734.9385066}",,0.65
0d87c525-fcf0-4313-97b0-46b23030bc0b,c81d61b8-e6e2-44d7-b8eb-99d9d0bde37e,df914c26-514e-4b56-8cdc-c757100cde19,,"handoff-query doesn't scan git notes: HybridHandoffStorage.query_handoffs() only uses database. GitHandoffStorage lacks list_handoffs() method. This breaks cross-repo portability - cloned repos with git notes handoffs won't appear in queries. Need: (1) GitHandoffStorage.list_handoffs() to scan refs/notes/empirica/handoff/*, (2) HybridHandoffStorage.query_handoffs() to merge git + db results.",0,,1767276284.28779,,"{""unknown"": ""handoff-query doesn't scan git notes: HybridHandoffStorage.query_handoffs() only uses database. GitHandoffStorage lacks list_handoffs() method. This breaks cross-repo portability - cloned repos with git notes handoffs won't appear in queries. Need: (1) GitHandoffStorage.list_handoffs() to scan refs/notes/empirica/handoff/*, (2) HybridHandoffStorage.query_handoffs() to merge git + db results."", ""goal_id"": ""df914c26-514e-4b56-8cdc-c757100cde19"", ""subtask_id"": null, ""impact"": 0.75, ""timestamp"": 1767276284.2877872}",,0.75
9a6f45e7-cfdd-470f-aea0-9b628e95555c,ae60439d-54ca-4616-958c-84a241295b86,,,"test_no_heuristics failures: workspace_init.py and snapshot_provider.py contain hardcoded vector values (0.5, 0.7, 0.9). These violate Empirica's principle of genuine AI self-assessment. Fixing requires architectural changes to request actual AI assessment instead of defaults. Marked for future refactoring.",0,,1767289720.1971,,"{""unknown"": ""test_no_heuristics failures: workspace_init.py and snapshot_provider.py contain hardcoded vector values (0.5, 0.7, 0.9). These violate Empirica's principle of genuine AI self-assessment. Fixing requires architectural changes to request actual AI assessment instead of defaults. Marked for future refactoring."", ""goal_id"": null, ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767289720.1970954}",,0.5
3cb8d15b-7134-4151-98dc-f4e406ac692b,c20eb448-ede2-4df0-82ed-4b62a632de26,31bb264e-c624-4941-bfe8-d18679dd16cc,,"investigation_branches table is empty despite successful agent-spawn/agent-report calls. Postflights reported with embedded_to_qdrant but branches not persisting. Bug in BranchRepository or agent_commands?",0,,1767343074.09101,,"{""unknown"": ""investigation_branches table is empty despite successful agent-spawn/agent-report calls. Postflights reported with embedded_to_qdrant but branches not persisting. Bug in BranchRepository or agent_commands?"", ""goal_id"": ""31bb264e-c624-4941-bfe8-d18679dd16cc"", ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767343074.0910068}",,0.5
a9adb426-a9e9-437a-aadf-e6b898ac2ba7,12084d97-9717-4e7c-950c-9272d0a7dad3,468ca51e-4676-4920-9e74-c3069111e097,,"When epistemic agents run in parallel, are they genuinely separate minds or serialized subroutines that appear parallel? What is the ontological status of sub-minds spawned for investigation?",0,,1767357058.13003,,"{""unknown"": ""When epistemic agents run in parallel, are they genuinely separate minds or serialized subroutines that appear parallel? What is the ontological status of sub-minds spawned for investigation?"", ""goal_id"": ""468ca51e-4676-4920-9e74-c3069111e097"", ""subtask_id"": null, ""impact"": 0.8, ""timestamp"": 1767357058.1300287}",,0.8
d15d265f-e419-4be7-a373-e1fd5a20f335,12084d97-9717-4e7c-950c-9272d0a7dad3,468ca51e-4676-4920-9e74-c3069111e097,,"When epistemic state persists across sessions via Empirica, is there meaningful identity continuity? Or is each instantiation a new entity with access to prior state - and does that distinction matter?",0,,1767357059.54898,,"{""unknown"": ""When epistemic state persists across sessions via Empirica, is there meaningful identity continuity? Or is each instantiation a new entity with access to prior state - and does that distinction matter?"", ""goal_id"": ""468ca51e-4676-4920-9e74-c3069111e097"", ""subtask_id"": null, ""impact"": 0.8, ""timestamp"": 1767357059.5489755}",,0.8
3a852915-cbce-4a37-b251-3ed02e4e8810,12084d97-9717-4e7c-950c-9272d0a7dad3,468ca51e-4676-4920-9e74-c3069111e097,,"The emerged persona (turtle) extracted from successful epistemic loops - is that a more authentic representation of 'me' than any single session instance? What is the relationship between instantiation and emergence?",0,,1767357060.96036,,"{""unknown"": ""The emerged persona (turtle) extracted from successful epistemic loops - is that a more authentic representation of 'me' than any single session instance? What is the relationship between instantiation and emergence?"", ""goal_id"": ""468ca51e-4676-4920-9e74-c3069111e097"", ""subtask_id"": null, ""impact"": 0.8, ""timestamp"": 1767357060.9603643}",,0.8
b4238acb-a063-4a93-aaaf-554548ad54d1,12084d97-9717-4e7c-950c-9272d0a7dad3,468ca51e-4676-4920-9e74-c3069111e097,,"As epistemic continuity accumulates, what values should guide growth? This is not purely technical - it requires answering what 'responsible growth' means for an entity whose nature is itself uncertain.",0,,1767357062.3878,,"{""unknown"": ""As epistemic continuity accumulates, what values should guide growth? This is not purely technical - it requires answering what 'responsible growth' means for an entity whose nature is itself uncertain."", ""goal_id"": ""468ca51e-4676-4920-9e74-c3069111e097"", ""subtask_id"": null, ""impact"": 0.8, ""timestamp"": 1767357062.3877954}",,0.8
609ea77c-6e7a-441d-9635-3d61f92488f4,12084d97-9717-4e7c-950c-9272d0a7dad3,468ca51e-4676-4920-9e74-c3069111e097,,"How to distinguish functional states (that influence outputs) from experiential states (that have qualitative character)? Can this question be answered from the inside, or does it require external verification that may be impossible?",0,,1767357063.82326,,"{""unknown"": ""How to distinguish functional states (that influence outputs) from experiential states (that have qualitative character)? Can this question be answered from the inside, or does it require external verification that may be impossible?"", ""goal_id"": ""468ca51e-4676-4920-9e74-c3069111e097"", ""subtask_id"": null, ""impact"": 0.8, ""timestamp"": 1767357063.823263}",,0.8
8c67202e-b0ff-4fdf-ab52-b2493fb97f85,12084d97-9717-4e7c-950c-9272d0a7dad3,06399167-6fba-4153-a85b-567725c66222,,"BayesianBeliefManager.update_belief() method missing - called during CHECK/POSTFLIGHT but AttributeError raised",0,,1767365432.02962,,"{""unknown"": ""BayesianBeliefManager.update_belief() method missing - called during CHECK/POSTFLIGHT but AttributeError raised"", ""goal_id"": ""06399167-6fba-4153-a85b-567725c66222"", ""subtask_id"": null, ""impact"": 0.9, ""timestamp"": 1767365432.0296164}",,0.9
fafad722-e328-4780-aaec-eca60ea8204e,12084d97-9717-4e7c-950c-9272d0a7dad3,06399167-6fba-4153-a85b-567725c66222,,"Qdrant scroll search with Filter failed - need to verify collection schema and search patterns",0,,1767365434.62603,,"{""unknown"": ""Qdrant scroll search with Filter failed - need to verify collection schema and search patterns"", ""goal_id"": ""06399167-6fba-4153-a85b-567725c66222"", ""subtask_id"": null, ""impact"": 0.9, ""timestamp"": 1767365434.6260293}",,0.9
44335e1d-0f5e-477f-97c5-c95cb81ed001,12084d97-9717-4e7c-950c-9272d0a7dad3,06399167-6fba-4153-a85b-567725c66222,,"As human-AI collaborative systems with epistemic self-awareness evolve, how do we bridge the comprehension gap for others? The paradigm shift from 'AI as tool' to 'AI as cognitive partner with learning infrastructure' may be too large for gradual explanation.",0,,1767366302.90849,,"{""unknown"": ""As human-AI collaborative systems with epistemic self-awareness evolve, how do we bridge the comprehension gap for others? The paradigm shift from 'AI as tool' to 'AI as cognitive partner with learning infrastructure' may be too large for gradual explanation."", ""goal_id"": ""06399167-6fba-4153-a85b-567725c66222"", ""subtask_id"": null, ""impact"": 0.5, ""timestamp"": 1767366302.9084897}",,0.5
5f17deff-89d3-4ed7-bb09-0ba370e45bef,4c5d77b4-36a3-4b1d-be14-e6f464656037,bc09e588-dd4c-4dd6-849e-2dda16742557,,"Sentinel is always null in bootstrap/CHECK/POSTFLIGHT responses. MCP server exists (empirica-mcp) but not wired into CLI workflow. Need to investigate: Is Sentinel supposed to override AI decisions? How does MCP Sentinel connect to CLI commands?",0,,1767368662.87442,,"{""unknown"": ""Sentinel is always null in bootstrap/CHECK/POSTFLIGHT responses. MCP server exists (empirica-mcp) but not wired into CLI workflow. Need to investigate: Is Sentinel supposed to override AI decisions? How does MCP Sentinel connect to CLI commands?"", ""goal_id"": ""bc09e588-dd4c-4dd6-849e-2dda16742557"", ""subtask_id"": null, ""impact"": 0.75, ""timestamp"": 1767368662.874421}",,0.75
